text,tactic
arp cache poisoning adversaries may poison address resolution protocol arp caches to position themselves between the communication of two or more networked devices this activity may be used to enable follow on behaviors such as network sniffing or transmitted data manipulation the arp protocol is used to resolve ipv4 ad linux windows macos,collection
"security software discovery adversaries may attempt to get a listing of security software, configurations, defensive tools, and sensors that are installed on a system or in a cloud environment this may include things such as cloud monitoring agents and anti virus adversaries may use the information from security software discovery during automated discovery to shape follow o iaas linux macos windows",discovery
"hidden window adversaries may use hidden windows to conceal malicious activity from the plain sight of users in some cases, windows that would typically be displayed when an application carries out an operation can be hidden this may be utilized by system administrators to avoid disrupting user work environments when carrying out administrative tasks adversaries may abuse these functionalities to hide othe linux macos windows",defense-evasion
"clickonce adversaries may use clickonce applications appref ms and application files to proxy execution of code through a trusted windows utility citation: burke cisa clickonce blackhat clickonce is a deployment that enables a user to create self updating windows based net applications i e, xbap, exe, or dll that install and run from a file share or web page with minimal user interaction the ap windows",defense-evasion
"clickonce adversaries may use clickonce applications appref ms and application files to proxy execution of code through a trusted windows utility citation: burke cisa clickonce blackhat clickonce is a deployment that enables a user to create self updating windows based net applications i e, xbap, exe, or dll that install and run from a file share or web page with minimal user interaction the ap windows",execution
"python adversaries may abuse python commands and scripts for execution python is a very popular scripting programming language, with capabilities to perform many functions python can be executed interactively from the command line via the <code>python exe< code> interpreter or via scripts py that can be written and distributed to different systems python code can also be compiled into binary exec esxi linux macos windows",execution
"relocate malware once a payload is delivered, adversaries may reproduce copies of the same malware on the victim system to remove evidence of their presence and or avoid defenses copying malware payloads to new locations may also be combined with file deletion to cleanup older artifacts relocating malware may be a part of many actions intended to evade defenses linux macos network devices windows",defense-evasion
"identify roles adversaries may gather information about identities and roles within the victim organization that can be used during targeting information about business roles may reveal a variety of targetable details, including identifiable information for key personnel as well as what data resources they have access to adversaries may gather this information in various ways, such as direct elicitation via pre",reconnaissance
"data encoding adversaries may encode data to make the content of command and control traffic more difficult to detect command and control c2 information can be encoded using a standard data encoding system use of data encoding may adhere to existing protocol specifications and includes use of ascii, unicode, base64, mime, or other binary to text and character encoding systems citation: wikipedia binary to esxi linux macos windows",command-and-control
appinit dlls adversaries may establish persistence and or elevate privileges by executing malicious content triggered by appinit dlls loaded into processes dynamic link libraries dlls that are specified in the <code>appinit dlls< code> value in the registry keys <code>hkey local machine\software\microsoft\windows nt\currentversion\windows< code> or <code>hkey local machine\software\wow6432node\microsoft\win windows,privilege-escalation
appinit dlls adversaries may establish persistence and or elevate privileges by executing malicious content triggered by appinit dlls loaded into processes dynamic link libraries dlls that are specified in the <code>appinit dlls< code> value in the registry keys <code>hkey local machine\software\microsoft\windows nt\currentversion\windows< code> or <code>hkey local machine\software\wow6432node\microsoft\win windows,persistence
"phishing for information adversaries may send phishing messages to elicit sensitive information that can be used during targeting phishing for information is an attempt to trick targets into divulging information, frequently credentials or other actionable information phishing for information is different from phishing in that the objective is gathering data from the victim r pre",reconnaissance
"resource hijacking adversaries may leverage the resources of co opted systems to complete resource intensive tasks, which may impact system and or hosted service availability resource hijacking may take a number of different forms for example, adversaries may: * leverage compute resources in order to mine cryptocurrency * sell network bandwidth to proxy networks * generate sms traffic for profit * abuse cloud b windows iaas linux macos containers saas",impact
"impersonation adversaries may impersonate a trusted person or organization in order to persuade and trick a target into performing some action on their behalf for example, adversaries may communicate with victims via phishing for information phishing or internal spearphishing linux macos office suite saas windows",defense-evasion
"establish accounts adversaries may create and cultivate accounts with services that can be used during targeting adversaries can create accounts that can be used to build a persona to further operations persona development consists of the development of public information, presence, history and appropriate affiliations this development could be applied to social media, website, or other publicly available informa pre",resource-development
"obtain capabilities adversaries may buy and or steal capabilities that can be used during targeting rather than developing their own capabilities in house, adversaries may purchase, freely download, or steal them activities may include the acquisition of malware, software including licenses , exploits, certificates, and information relating to vulnerabilities adversaries may obtain capabilities to support their o pre",resource-development
"screensaver adversaries may establish persistence by executing malicious content triggered by user inactivity screensavers are programs that execute after a configurable time of user inactivity and consist of portable executable pe files with a scr file extension citation: wikipedia screensaver the windows screensaver application scrnsave scr is located in <code>c:\windows\system32\< code>, and <code>c: windows",privilege-escalation
"screensaver adversaries may establish persistence by executing malicious content triggered by user inactivity screensavers are programs that execute after a configurable time of user inactivity and consist of portable executable pe files with a scr file extension citation: wikipedia screensaver the windows screensaver application scrnsave scr is located in <code>c:\windows\system32\< code>, and <code>c: windows",persistence
"conditional access policies adversaries may disable or modify conditional access policies to enable persistent access to compromised accounts conditional access policies are additional verifications used by identity providers and identity and access management systems to determine whether a user should be granted access to a resource for example, in entra id, okta, and jumpcloud, users can be denied access to applications iaas identity provider",defense-evasion
"conditional access policies adversaries may disable or modify conditional access policies to enable persistent access to compromised accounts conditional access policies are additional verifications used by identity providers and identity and access management systems to determine whether a user should be granted access to a resource for example, in entra id, okta, and jumpcloud, users can be denied access to applications iaas identity provider",persistence
"conditional access policies adversaries may disable or modify conditional access policies to enable persistent access to compromised accounts conditional access policies are additional verifications used by identity providers and identity and access management systems to determine whether a user should be granted access to a resource for example, in entra id, okta, and jumpcloud, users can be denied access to applications iaas identity provider",credential-access
"create cloud instance an adversary may create a new instance or virtual machine vm within the compute service of a cloud account to evade defenses creating a new instance may allow an adversary to bypass firewall rules and permissions that exist on instances currently residing within an account an adversary may create snapshot of one or more volumes in an account, cr iaas",defense-evasion
"cloud secrets management stores adversaries may acquire credentials from cloud native secret management solutions such as aws secrets manager, gcp secret manager, azure key vault, and terraform vault secrets managers support the secure centralized management of passwords, api keys, and other credential material where secrets managers are in use, cloud services can dynamically acquire credentials via api requests rather than iaas",credential-access
"code repositories adversaries may leverage code repositories to collect valuable information code repositories are tools services that store source code and automate software builds they may be hosted internally or privately on third party sites such as github, gitlab, sourceforge, and bitbucket users typically interact with code repositories through a web application or command line utilities such as git once saas",collection
"transmitted data manipulation adversaries may alter data en route to storage or other systems in order to manipulate external outcomes or hide activity, thus threatening the integrity of the data citation: fireeye apt38 oct 2018 citation: doj lazarus sony 2018 by manipulating transmitted data, adversaries may attempt to affect a business process, organizational understanding, and decision making manipulation may be possib linux macos windows",impact
"etc passwd and etc shadow adversaries may attempt to dump the contents of <code> etc passwd< code> and <code> etc shadow< code> to enable offline password cracking most modern linux operating systems use a combination of <code> etc passwd< code> and <code> etc shadow< code> to store user account information, including password hashes in <code> etc shadow< code> by default, <code> etc shadow< code> is only readable by the linux",credential-access
"launch agent adversaries may create or modify launch agents to repeatedly execute malicious payloads as part of persistence when a user logs in, a per user launchd process is started which loads the parameters for each launch on demand user agent from the property list plist file found in <code> system library launchagents< code>, <code> library launchagents< code>, and <code>~ library launchagents< code> macos",persistence
"launch agent adversaries may create or modify launch agents to repeatedly execute malicious payloads as part of persistence when a user logs in, a per user launchd process is started which loads the parameters for each launch on demand user agent from the property list plist file found in <code> system library launchagents< code>, <code> library launchagents< code>, and <code>~ library launchagents< code> macos",privilege-escalation
"system services adversaries may abuse system services or daemons to execute commands or programs adversaries can execute malicious content by interacting with or creating services either locally or remotely many services are set to run at boot, which can aid in achieving persistence create or modify system process but adversaries can also abuse services for one ti windows macos linux",execution
"windows command shell adversaries may abuse the windows command shell for execution the windows command shell cmd is the primary command prompt on windows systems the windows command prompt can be used to control almost any aspect of a system, with various permission levels required for different subsets of commands the command prompt can be invoked remotely via remote s windows",execution
proc memory adversaries may inject malicious code into processes via the proc filesystem in order to evade process based defenses as well as possibly elevate privileges proc memory injection is a method of executing arbitrary code in the address space of a separate live process proc memory injection involves enumerating the memory of a process via the proc filesystem <code> proc pid < code> then craf linux,defense-evasion
proc memory adversaries may inject malicious code into processes via the proc filesystem in order to evade process based defenses as well as possibly elevate privileges proc memory injection is a method of executing arbitrary code in the address space of a separate live process proc memory injection involves enumerating the memory of a process via the proc filesystem <code> proc pid < code> then craf linux,privilege-escalation
"acquire access adversaries may purchase or otherwise acquire an existing access to a target system or network a variety of online services and initial access broker networks are available to sell access to previously compromised systems citation: microsoft ransomware as a service citation: crowdstrike access brokers citation: krebs access brokers fortune 500 in some cases, adversary groups may form partners pre",resource-development
"patch system image adversaries may modify the operating system of a network device to introduce new capabilities or weaken existing defenses citation: killing the myth of cisco ios rootkits citation: killing ios diversity myth citation: cisco ios shellcode citation: cisco ios forensics developments citation: juniper netscreen of the dead some network devices are built with a monolithic architecture, where network devices",defense-evasion
"silver ticket adversaries who have the password hash of a target service account e g sharepoint, mssql may forge kerberos ticket granting service tgs tickets, also known as silver tickets kerberos tgs tickets are also known as service tickets citation: adsecurity silver tickets silver tickets are more limited in scope in than golden tickets in that they only enable adversaries to access a particular re windows",credential-access
"data from information repositories adversaries may leverage information repositories to mine valuable information information repositories are tools that allow for storage of information, typically to facilitate collaboration or information sharing between users, and can store a wide variety of data that may aid adversaries in further objectives, such as credential access, lateral movement, or defense evasion, or direct access to linux windows macos saas iaas office suite",collection
"clear persistence adversaries may clear artifacts associated with previously established persistence on a host system to remove evidence of their activity this may involve various actions, such as removing services, deleting executables, modify registry plist file modification or other methods of cleanup to prevent defender esxi linux macos windows",defense-evasion
"hypervisor cli adversaries may abuse hypervisor command line interpreters clis to execute malicious commands hypervisor clis typically enable a wide variety of functionality for managing both the hypervisor itself and the guest virtual machines it hosts for example, on esxi systems, tools such as and allow administrators to configure firewall rules and log forwarding on the hypervisor, l esxi",execution
"windows credential manager adversaries may acquire credentials from the windows credential manager the credential manager stores credentials for signing into websites, applications, and or devices that request authentication through ntlm or kerberos in credential lockers previously known as windows vaults citation: microsoft credential manager store citation: microsoft credential locker the windows credential manager windows",credential-access
masquerade account name adversaries may match or approximate the names of legitimate accounts to make newly created ones appear benign this will typically occur during create account although accounts may also be renamed at a later date this may also coincide with account access removal if the actor first deletes an account befor containers iaas identity provider linux macos office suite saas windows,defense-evasion
"hardware additions adversaries may physically introduce computer accessories, networking hardware, or other computing devices into a system or network that can be used as a vector to gain access rather than just connecting and distributing payloads via removable storage i e replication through removable media more robust hardware additions can be used to introduce ne windows linux macos",initial-access
"remote desktop software an adversary may use legitimate desktop support software to establish an interactive command and control channel to target systems within networks desktop support software provides a graphical interface for remotely controlling another computer, transmitting the display output, keyboard input, and mouse control between devices using various protocols desktop support software, such as , `tea linux macos windows",command-and-control
server software component adversaries may abuse legitimate extensible development features of servers to establish persistent access to systems enterprise server applications may include features that allow developers to write and install software or scripts to extend the functionality of the main application adversaries may install malicious components to extend and abuse server applications citation: volexity 0day sop windows linux macos network devices esxi,persistence
"data destruction adversaries may destroy data and files on specific systems or in large numbers on a network to interrupt availability to systems, services, and network resources data destruction is likely to render stored data irrecoverable by forensic techniques through overwriting files or data on local and remote drives citation: symantec shamoon 2012 citation: fireeye shamoon nov 2016 citation: palo alto containers esxi iaas linux macos windows",impact
"non standard encoding adversaries may encode data with a non standard data encoding system to make the content of command and control traffic more difficult to detect command and control c2 information can be encoded using a non standard data encoding system that diverges from existing protocol specifications non standard data encoding schemes may be based on or related to standard data encoding schemes, such as a esxi linux macos windows",command-and-control
domain controller authentication adversaries may patch the authentication process on a domain controller to bypass the typical authentication mechanisms and enable access to accounts malware may be used to inject false credentials into the authentication process on a domain controller with the intent of creating a backdoor used to access any user’s account and or credentials ex: skeleton key windows,defense-evasion
domain controller authentication adversaries may patch the authentication process on a domain controller to bypass the typical authentication mechanisms and enable access to accounts malware may be used to inject false credentials into the authentication process on a domain controller with the intent of creating a backdoor used to access any user’s account and or credentials ex: skeleton key windows,persistence
domain controller authentication adversaries may patch the authentication process on a domain controller to bypass the typical authentication mechanisms and enable access to accounts malware may be used to inject false credentials into the authentication process on a domain controller with the intent of creating a backdoor used to access any user’s account and or credentials ex: skeleton key windows,credential-access
"transfer data to cloud account adversaries may exfiltrate data by transferring the data, including through sharing syncing and creating backups of cloud environments, to another cloud account they control on the same service a defender who is monitoring for large transfers to outside the cloud environment through normal file transfers or over command and control channels may not be watching for data transfers to another accou iaas office suite saas",exfiltration
"html smuggling adversaries may smuggle data and files past content filters by hiding malicious payloads inside of seemingly benign html files html documents can store large binary objects known as javascript blobs immutable data that represents raw bytes that can later be constructed into file like objects data may also be stored in data urls, which enable embedding media type or mime files inline of html do linux macos windows",defense-evasion
reversible encryption an adversary may abuse active directory authentication encryption properties to gain access to credentials on windows systems the <code>allowreversiblepasswordencryption< code> property specifies whether reversible password encryption for an account is enabled or disabled by default this property is disabled instead storing user credentials as the output of one way hashing functions and should windows,defense-evasion
reversible encryption an adversary may abuse active directory authentication encryption properties to gain access to credentials on windows systems the <code>allowreversiblepasswordencryption< code> property specifies whether reversible password encryption for an account is enabled or disabled by default this property is disabled instead storing user credentials as the output of one way hashing functions and should windows,persistence
reversible encryption an adversary may abuse active directory authentication encryption properties to gain access to credentials on windows systems the <code>allowreversiblepasswordencryption< code> property specifies whether reversible password encryption for an account is enabled or disabled by default this property is disabled instead storing user credentials as the output of one way hashing functions and should windows,credential-access
"command obfuscation adversaries may obfuscate content during command execution to impede detection command line obfuscation is a method of making strings and patterns within commands and scripts more difficult to signature and analyze this type of obfuscation can be included within commands executed by delivered payloads e g , phishing and drive by compromise https: linux macos windows",defense-evasion
"file deletion adversaries may delete files left behind by the actions of their intrusion activity malware, tools, or other non native files dropped or created on a system by an adversary ex: ingress tool transfer may leave traces to indicate to what was done within a network and how removal of these files can occur during an intrusion, or as part of a post intrus esxi linux macos windows",defense-evasion
"drive by compromise adversaries may gain access to a system through a user visiting a website over the normal course of browsing multiple ways of delivering exploit code to a browser exist i e , drive by target including: * a legitimate website is compromised, allowing adversaries to inject malicious code * script files served to a legitimate website from a public identity provider linux macos windows",initial-access
"network denial of service adversaries may perform network denial of service dos attacks to degrade or block the availability of targeted resources to users network dos can be performed by exhausting the network bandwidth services rely on example resources include specific websites, email services, dns, and web based applications adversaries have been observed conducting network dos attacks for political purposes citat windows iaas linux macos containers",impact
"cloud administration command adversaries may abuse cloud management services to execute commands within virtual machines resources such as aws systems manager, azure runcommand, and runbooks allow users to remotely run scripts in virtual machines by leveraging installed virtual machine agents citation: aws systems manager run command citation: microsoft run command if an adversary gains administrative access to a cloud iaas",execution
installer packages adversaries may establish persistence and elevate privileges by using an installer to trigger the execution of malicious content installer packages are os specific and contain the resources an operating system needs to install applications on a system installer packages can include scripts that run prior to installation as well as after installation is complete installer scripts may inherit ele linux macos windows,privilege-escalation
installer packages adversaries may establish persistence and elevate privileges by using an installer to trigger the execution of malicious content installer packages are os specific and contain the resources an operating system needs to install applications on a system installer packages can include scripts that run prior to installation as well as after installation is complete installer scripts may inherit ele linux macos windows,persistence
"scanning ip blocks adversaries may scan victim ip blocks to gather information that can be used during targeting public ip addresses may be allocated to organizations by block, or a range of sequential addresses adversaries may scan ip blocks in order to gather victim network information such as which ip addresses are actively in use as well as more detailed informati pre",reconnaissance
"template injection adversaries may create or modify references in user document templates to conceal malicious code or force authentication attempts for example, microsoft’s office open xml ooxml specification defines an xml based format for office documents docx, xlsx, pptx to replace older binary formats doc, xls, ppt ooxml files are packed together zip archives compromised of various xml files, refer windows",defense-evasion
"rc scripts adversaries may establish persistence by modifying rc scripts, which are executed during a unix like system’s startup these files allow system administrators to map and start custom services at startup for different run levels rc scripts require root privileges to modify adversaries may establish persistence by adding a malicious binary path or shell commands to <code>rc local< code>, <code>rc macos linux network devices esxi",persistence
"rc scripts adversaries may establish persistence by modifying rc scripts, which are executed during a unix like system’s startup these files allow system administrators to map and start custom services at startup for different run levels rc scripts require root privileges to modify adversaries may establish persistence by adding a malicious binary path or shell commands to <code>rc local< code>, <code>rc macos linux network devices esxi",privilege-escalation
access token manipulation adversaries may modify access tokens to operate under a different user or system security context to perform actions and bypass access controls windows uses access tokens to determine the ownership of a running process a user can manipulate access tokens to make a running process appear as though it is the child of a different process or belongs to someone other than the user that started the pr windows,defense-evasion
access token manipulation adversaries may modify access tokens to operate under a different user or system security context to perform actions and bypass access controls windows uses access tokens to determine the ownership of a running process a user can manipulate access tokens to make a running process appear as though it is the child of a different process or belongs to someone other than the user that started the pr windows,privilege-escalation
"multi factor authentication interception adversaries may target multi factor authentication mfa mechanisms, i e , smart cards, token generators, etc to gain access to credentials that can be used to access systems, services, and network resources use of mfa is recommended and provides a higher level of security than usernames and passwords alone, but organizations should be aware of techniques that could be used to intercept and by linux macos windows",credential-access
software packing adversaries may perform software packing or virtual machine software protection to conceal their code software packing is a method of compressing or encrypting an executable packing an executable changes the file signature in an attempt to avoid signature based detection most decompression techniques decompress the executable code in memory virtual machine software protection translates an exe linux macos windows,defense-evasion
"serverless adversaries may compromise serverless cloud infrastructure, such as cloudflare workers, aws lambda functions, or google apps scripts, that can be used during targeting by utilizing serverless infrastructure, adversaries can make it more difficult to attribute infrastructure used during operations back to them once compromised, the serverless runtime environment can be leveraged to either respo pre",resource-development
"web protocols adversaries may communicate using application layer protocols associated with web traffic to avoid detection network filtering by blending in with existing traffic commands to the remote system, and often the results of those commands, will be embedded within the protocol traffic between the client and server protocols such as http s citation: crowdstrike putter panda and websocket citation: esxi linux macos network devices windows",command-and-control
"visual basic adversaries may abuse visual basic vb for execution vb is a programming language created by microsoft with interoperability with many windows technologies such as component object model and the native api through the windows api although tagged as legacy with no planned future evolutions, vb is integr linux macos windows",execution
"hidden file system adversaries may use a hidden file system to conceal malicious activity from users and security tools file systems provide a structure to store and access data from physical storage typically, a user engages with a file system through applications that allow them to access files and directories, which are an abstraction from their physical location ex: disk sector standard file systems include linux macos windows",defense-evasion
systemd service adversaries may create or modify systemd services to repeatedly execute malicious payloads as part of persistence systemd is a system and service manager commonly used for managing background daemon processes also known as services and other system resources citation: linux man pages: systemd january 2014 systemd is the default initialization init system on many linux distributions replacin linux,persistence
systemd service adversaries may create or modify systemd services to repeatedly execute malicious payloads as part of persistence systemd is a system and service manager commonly used for managing background daemon processes also known as services and other system resources citation: linux man pages: systemd january 2014 systemd is the default initialization init system on many linux distributions replacin linux,privilege-escalation
"exclusive control adversaries who successfully compromise a system may attempt to maintain persistence by “closing the door” behind them – in other words, by preventing other threat actors from initially accessing or maintaining a foothold on the same system for example, adversaries may patch a vulnerable, compromised system citation: mandiant iab control citation: cert at fortinent ransomware 2025 to prevent linux macos windows",persistence
rdp hijacking adversaries may hijack a legitimate user’s remote desktop session to move laterally within an environment remote desktop is a common feature in operating systems it allows a user to log into an interactive session with a system desktop graphical user interface on a remote system microsoft refers to its implementation of the remote desktop protocol rdp as remote desktop services rds citatio windows,lateral-movement
"create account adversaries may create an account to maintain access to victim systems citation: symantec wastedlocker june 2020 with a sufficient level of access, creating such accounts may be used to establish secondary credentialed access that do not require persistent remote access tools to be deployed on the system accounts may be created on the local system or within a domain or cloud tenant in cloud e windows iaas linux macos network devices containers saas office suite identity provider esxi",persistence
xdg autostart entries adversaries may add or modify xdg autostart entries to execute malicious programs or commands when a user’s desktop environment is loaded at login xdg autostart entries are available for any xdg compliant linux system xdg autostart entries use desktop entry files to configure the user’s desktop environment upon user login these configuration files determine what applications launch linux,persistence
xdg autostart entries adversaries may add or modify xdg autostart entries to execute malicious programs or commands when a user’s desktop environment is loaded at login xdg autostart entries are available for any xdg compliant linux system xdg autostart entries use desktop entry files to configure the user’s desktop environment upon user login these configuration files determine what applications launch linux,privilege-escalation
"server adversaries may compromise third party servers that can be used during targeting use of servers allows an adversary to stage, launch, and execute an operation during post compromise activity, adversaries may utilize servers for various tasks, including for command and control citation: trendmicro earthlusca 2022 instead of purchasing a server or pre",resource-development
"cloud service discovery an adversary may attempt to enumerate the cloud services running on a system after gaining access these methods can differ from platform as a service paas , to infrastructure as a service iaas , or software as a service saas many services exist throughout the various cloud providers and can include continuous integration and continuous delivery ci cd , lambda functions, entra id, etc they iaas identity provider office suite saas",discovery
"malicious copy and paste an adversary may rely upon a user copying and pasting code in order to gain execution users may be subjected to social engineering to get them to copy and paste code directly into a command and scripting interpreter one such strategy is ""clickfix,"" in which adversaries present users with seemingly helpful solutions—such as prompts to fix errors or com linux macos windows",execution
"remote system discovery adversaries may attempt to get a listing of other systems by ip address, hostname, or other logical identifier on a network that may be used for lateral movement from the current system functionality could exist within remote access tools to enable this, but utilities available on the operating system could also be used such as ping <code>net view< cod esxi linux macos network devices windows",discovery
"network service discovery adversaries may attempt to get a listing of services running on remote hosts and local network infrastructure devices, including those that may be vulnerable to remote software exploitation common methods to acquire this information include port, vulnerability, and or wordlist scans using tools that are brought onto a system citation: cisa ar21 126a fivehands may 2021 within cloud environme containers iaas linux macos network devices windows",discovery
"domain properties adversaries may gather information about the victim's network domain s that can be used during targeting information about domains and their properties may include a variety of details, including what domain s the victim owns as well as administrative data ex: name, registrar, etc and more directly actionable information such as contacts email addresses and phone numbers , business addresse pre",reconnaissance
"software discovery adversaries may attempt to get a listing of software and software versions that are installed on a system or in a cloud environment adversaries may use the information from software discovery during automated discovery to shape follow on behaviors, including whether or not the adversary fully infects the target and or attempts specific actions such s esxi iaas linux macos windows",discovery
"cloud service dashboard an adversary may use a cloud service dashboard gui with stolen credentials to gain useful information from an operational cloud environment, such as specific services, resources, and features for example, the gcp command center can be used to view all assets, review findings of potential security risks, and run additional queries, such as finding public ip addresses and open ports citation: goog iaas saas office suite identity provider",discovery
thread local storage adversaries may inject malicious code into processes via thread local storage tls callbacks in order to evade process based defenses as well as possibly elevate privileges tls callback injection is a method of executing arbitrary code in the address space of a separate live process tls callback injection involves manipulating pointers inside a portable executable pe to redirect a process t windows,defense-evasion
thread local storage adversaries may inject malicious code into processes via thread local storage tls callbacks in order to evade process based defenses as well as possibly elevate privileges tls callback injection is a method of executing arbitrary code in the address space of a separate live process tls callback injection involves manipulating pointers inside a portable executable pe to redirect a process t windows,privilege-escalation
debugger evasion adversaries may employ various means to detect and avoid debuggers debuggers are typically used by defenders to trace and or analyze the execution of potential malware payloads citation: processhacker github debugger evasion may include changing behaviors based on the results of the checks for the presence of artifacts indicative of a debugged environment similar to virtualization sandbox ev linux macos windows,defense-evasion
debugger evasion adversaries may employ various means to detect and avoid debuggers debuggers are typically used by defenders to trace and or analyze the execution of potential malware payloads citation: processhacker github debugger evasion may include changing behaviors based on the results of the checks for the presence of artifacts indicative of a debugged environment similar to virtualization sandbox ev linux macos windows,discovery
"space after filename adversaries can hide a program's true filetype by changing the extension of a file with certain file types specifically this does not work with app extensions , appending a space to the end of a filename will change how the file is processed by the operating system for example, if there is a mach o executable file called <code>evil bin< code>, when it is double clicked by a user, it will laun linux macos",defense-evasion
"re opened applications adversaries may modify plist files to automatically run an application when a user logs in when a user logs out or restarts via the macos graphical user interface gui , a prompt is provided to the user with a checkbox to ""reopen windows when logging back in"" citation: re open windows on mac when selected, all applications currently open are added to a property list file named <code>com apple l macos",persistence
"re opened applications adversaries may modify plist files to automatically run an application when a user logs in when a user logs out or restarts via the macos graphical user interface gui , a prompt is provided to the user with a checkbox to ""reopen windows when logging back in"" citation: re open windows on mac when selected, all applications currently open are added to a property list file named <code>com apple l macos",privilege-escalation
seo poisoning adversaries may poison mechanisms that influence search engine optimization seo to further lure staged capabilities towards potential victims search engines typically display results to users based on purchased ads as well as the site’s ranking score reputation calculated by their web crawlers and algorithms citation: atlas seo citation: malwarebytes seo to help facilitate drive by comprom pre,resource-development
"pass the hash adversaries may “pass the hash” using stolen password hashes to move laterally within an environment, bypassing normal system access controls pass the hash pth is a method of authenticating as a user without having access to the user's cleartext password this method bypasses standard authentication steps that require a cleartext password, moving directly into the portion of the authentication windows",lateral-movement
"exfiltration over physical medium adversaries may attempt to exfiltrate data via a physical medium, such as a removable drive in certain circumstances, such as an air gapped network compromise, exfiltration could occur via a physical medium or device introduced by a user such media could be an external hard drive, usb drive, cellular phone, mp3 player, or other removable storage and processing device the physical medium or devi linux macos windows",exfiltration
"ingress tool transfer adversaries may transfer tools or other files from an external system into a compromised environment tools or files may be copied from an external adversary controlled system to the victim network through the command and control channel or through alternate protocols such as ftp once present, adversaries may also transfer spread tools between victim dev esxi linux macos network devices windows",command-and-control
"syncappvpublishingserver adversaries may abuse syncappvpublishingserver vbs to proxy execution of malicious powershell commands syncappvpublishingserver vbs is a visual basic script associated with how windows virtualizes applications microsoft application virtualization, or app v citation: 1 appv for example, windows may render win32 applications to users as virtual windows",defense-evasion
"additional email delegate permissions adversaries may grant additional permission levels to maintain persistent access to an adversary controlled email account for example, the <code>add mailboxpermission< code> powershell cmdlet, available in on premises exchange and in the cloud based service office 365, adds permissions to a mailbox citation: microsoft add mailboxpermission ci windows office suite",persistence
"additional email delegate permissions adversaries may grant additional permission levels to maintain persistent access to an adversary controlled email account for example, the <code>add mailboxpermission< code> powershell cmdlet, available in on premises exchange and in the cloud based service office 365, adds permissions to a mailbox citation: microsoft add mailboxpermission ci windows office suite",privilege-escalation
code signing certificates adversaries may buy and or steal code signing certificates that can be used during targeting code signing is the process of digitally signing executables and scripts to confirm the software author and guarantee that the code has not been altered or corrupted code signing provides a level of authenticity for a program from the developer and a guarantee that the program has not been tampered with pre,resource-development
"serverless execution adversaries may abuse serverless computing, integration, and automation services to execute arbitrary code in cloud environments many cloud providers offer a variety of serverless resources, including compute engines, application integration services, and web servers adversaries may abuse these resources in various ways as a means of executing arbitrary commands for example, adversaries may u saas iaas office suite",execution
